Date,UnemploymentRate,ConsumerPriceIndex,FederalFundsRate,GrossDomesticProduct,ConsumerSentiment,RecessionIndicator,InflationRateYoY,GDPGrowthYoY,RealInterestRate,UnemploymentChange1M,UnemploymentChange3M,ConsumerSentimentMomentum3M,UnemploymentLag1,UnemploymentLag3,UnemploymentLag6,UnemploymentLag12,InflationLag3,FederalFundsLag3,GDPGrowthLag3,ConsumerSentimentLag3,InflationLag6,FederalFundsLag6,GDPGrowthLag6,ConsumerSentimentLag6,EconomicStressIndex,LaborMarketShock
1954-07-01,5.8,26.86,0.8,391.0,,0,,,,,,,,,,,,,,,,,,,,0
1954-08-01,6.0,26.85,1.22,391.0,,0,,,,0.2,,,5.8,,,,,,,,,,,,,0
1954-09-01,6.1,26.81,1.07,391.0,,0,,,,0.1,,,6.0,,,,,,,,,,,,,0
1954-10-01,5.7,26.72,0.85,399.73,,0,,,,-0.4,-0.1,,6.1,5.8,,,,0.8,,,,,,,,0
1954-11-01,5.3,26.78,0.83,399.73,87.0,0,,,,-0.4,-0.7,,5.7,6.0,,,,1.22,,,,,,,,0
1954-12-01,5.0,26.77,1.28,399.73,89.97,0,,,,-0.3,-1.1,,5.3,6.1,,,,1.07,,,,,,,,0
1955-01-01,4.9,26.77,1.39,413.07,92.93,0,,,,-0.1,-0.8,,5.0,5.7,5.8,,,0.85,,,,0.8,,,,0
1955-02-01,4.7,26.82,1.29,413.07,95.9,0,,,,-0.2,-0.6,8.9,4.9,5.3,6.0,,,0.83,,87.0,,1.22,,,,0
1955-03-01,4.6,26.79,1.35,413.07,96.97,0,,,,-0.1,-0.4,7.0,4.7,5.0,6.1,,,1.28,,89.97,,1.07,,,,0
1955-04-01,4.7,26.79,1.43,421.53,98.03,0,,,,0.1,-0.2,5.1,4.6,4.9,5.7,,,1.39,,92.93,,0.85,,,,0
1955-05-01,4.3,26.77,1.43,421.53,99.1,0,,,,-0.4,-0.4,3.2,4.7,4.7,5.3,,,1.29,,95.9,,0.83,,87.0,,0
1955-06-01,4.2,26.71,1.64,421.53,99.2,0,,,,-0.1,-0.4,2.23,4.3,4.6,5.0,,,1.35,,96.97,,1.28,,89.97,,0
1955-07-01,4.0,26.76,1.68,430.22,99.3,0,-0.37,10.03,2.05,-0.2,-0.7,1.27,4.2,4.7,4.9,5.8,,1.43,,98.03,,1.39,,92.93,-1.12,0
1955-08-01,4.2,26.72,1.96,430.22,99.4,0,-0.48,10.03,2.44,0.2,-0.1,0.3,4.0,4.3,4.7,6.0,,1.43,,99.1,,1.29,,95.9,-1.07,0
1955-09-01,4.1,26.85,2.18,430.22,99.5,0,0.15,10.03,2.03,-0.1,-0.1,0.3,4.2,4.2,4.6,6.1,,1.64,,99.2,,1.35,,96.97,-0.99,0
1955-10-01,4.3,26.82,2.24,437.09,99.6,0,0.37,9.35,1.87,0.2,0.3,0.3,4.1,4.0,4.7,5.7,-0.37,1.68,10.03,99.3,,1.43,,98.03,-0.92,0
1955-11-01,4.2,26.88,2.35,437.09,99.7,0,0.37,9.35,1.98,-0.1,0.0,0.3,4.3,4.2,4.3,5.3,-0.48,1.96,10.03,99.4,,1.43,,99.1,-0.93,0
1955-12-01,4.2,26.87,2.48,437.09,99.45,0,0.37,9.35,2.11,0.0,0.1,-0.05,4.2,4.1,4.2,5.0,0.15,2.18,10.03,99.5,,1.64,,99.2,-0.92,0
1956-01-01,4.0,26.83,2.45,439.75,99.2,0,0.22,6.46,2.23,-0.2,-0.3,-0.4,4.2,4.3,4.0,4.9,0.37,2.24,9.35,99.6,-0.37,1.68,10.03,99.3,-0.98,0
1956-02-01,3.9,26.86,2.5,439.75,98.95,0,0.15,6.46,2.35,-0.1,-0.3,-0.75,4.0,4.2,4.2,4.7,0.37,2.35,9.35,99.7,-0.48,1.96,10.03,99.4,-1.0,0
1956-03-01,4.2,26.89,2.5,439.75,98.7,0,0.37,6.46,2.13,0.3,0.0,-0.75,3.9,4.2,4.1,4.6,0.37,2.48,9.35,99.45,0.15,2.18,10.03,99.5,-0.92,0
1956-04-01,4.0,26.93,2.62,446.01,98.45,0,0.52,5.81,2.1,-0.2,0.0,-0.75,4.2,4.0,4.3,4.7,0.22,2.45,6.46,99.2,0.37,2.24,9.35,99.6,-0.93,0
1956-05-01,4.3,27.03,2.75,446.01,98.2,0,0.97,5.81,1.78,0.3,0.4,-0.75,4.0,3.9,4.2,4.3,0.15,2.5,6.46,98.95,0.37,2.35,9.35,99.7,-0.8,0
1956-06-01,4.3,27.15,2.71,446.01,98.77,0,1.65,5.81,1.06,0.0,0.1,0.07,4.3,4.2,4.2,4.2,0.37,2.5,6.46,98.7,0.37,2.48,9.35,99.45,-0.72,0
1956-07-01,4.4,27.29,2.75,451.19,99.33,0,1.98,4.87,0.77,0.1,0.4,0.88,4.3,4.0,4.0,4.0,0.52,2.62,5.81,98.45,0.22,2.45,6.46,99.2,-0.66,0
1956-08-01,4.1,27.31,2.73,451.19,99.9,0,2.21,4.87,0.52,-0.3,-0.2,1.7,4.4,4.3,3.9,4.2,0.97,2.75,5.81,98.2,0.15,2.5,6.46,98.95,-0.69,0
1956-09-01,3.9,27.35,2.95,451.19,100.0,0,1.86,4.87,1.09,-0.2,-0.4,1.23,4.1,4.3,4.2,4.1,1.65,2.71,5.81,98.77,0.37,2.5,6.46,98.7,-0.75,0
1956-10-01,3.9,27.51,2.96,460.46,100.1,0,2.57,5.35,0.39,0.0,-0.5,0.77,3.9,4.4,4.0,4.3,1.98,2.75,4.87,99.33,0.52,2.62,5.81,98.45,-0.67,0
1956-11-01,4.3,27.51,2.88,460.46,100.2,0,2.34,5.35,0.54,0.4,0.2,0.3,3.9,4.1,4.3,4.2,2.21,2.73,4.87,99.9,0.97,2.75,5.81,98.2,-0.62,0
1956-12-01,4.2,27.63,2.94,460.46,98.98,0,2.83,5.35,0.11,-0.1,0.3,-1.02,4.3,3.9,4.3,4.2,1.86,2.95,4.87,100.0,1.65,2.71,5.81,98.77,-0.58,0
1957-01-01,4.2,27.67,2.84,469.78,97.77,0,3.13,6.83,-0.29,0.0,0.3,-2.33,4.2,3.9,4.4,4.0,2.57,2.96,5.35,100.1,1.98,2.75,4.87,99.33,-0.55,0
1957-02-01,3.9,27.8,3.0,469.78,96.55,0,3.5,6.83,-0.5,-0.3,-0.4,-3.65,4.2,4.3,4.1,3.9,2.34,2.88,5.35,100.2,2.21,2.73,4.87,99.9,-0.55,0
1957-03-01,3.7,27.86,2.96,469.78,95.33,0,3.61,6.83,-0.65,-0.2,-0.5,-3.65,3.9,4.2,3.9,4.2,2.83,2.94,5.35,98.98,1.86,2.95,4.87,100.0,-0.58,0
1957-04-01,3.9,27.93,3.0,472.02,94.12,0,3.71,5.83,-0.71,0.2,-0.3,-3.65,3.7,4.2,3.9,4.0,3.13,2.84,6.83,97.77,2.57,2.96,5.35,100.1,-0.52,0
1957-05-01,4.1,28.0,3.0,472.02,92.9,0,3.59,5.83,-0.59,0.2,0.2,-3.65,3.9,3.9,4.3,4.3,3.5,3.0,6.83,96.55,2.34,2.88,5.35,100.2,-0.5,0
1957-06-01,4.3,28.11,3.0,472.02,91.37,0,3.54,5.83,-0.54,0.2,0.6,-3.97,4.1,3.7,4.2,4.3,3.61,2.96,6.83,95.33,2.83,2.94,5.35,98.98,-0.47,1
1957-07-01,4.2,28.19,2.99,479.49,89.83,0,3.3,6.27,-0.31,-0.1,0.3,-4.28,4.3,3.9,4.2,4.4,3.71,3.0,5.83,94.12,3.13,2.84,6.83,97.77,-0.52,0
1957-08-01,4.1,28.28,3.24,479.49,88.3,0,3.55,6.27,-0.31,-0.1,0.0,-4.6,4.2,4.1,3.9,4.1,3.59,3.0,5.83,92.9,3.5,3.0,6.83,96.55,-0.48,0
1957-09-01,4.4,28.32,3.47,479.49,86.77,1,3.55,6.27,-0.08,0.3,0.1,-4.6,4.1,4.3,3.7,3.9,3.54,3.0,5.83,91.37,3.61,2.96,6.83,95.33,-0.4,0
1957-10-01,4.5,28.32,3.5,474.86,85.23,1,2.94,3.13,0.56,0.1,0.3,-4.6,4.4,4.2,3.9,3.9,3.3,2.99,6.27,89.83,3.71,3.0,5.83,94.12,-0.45,0
1957-11-01,5.1,28.41,3.28,474.86,83.7,1,3.27,3.13,0.01,0.6,1.0,-4.6,4.5,4.1,4.1,4.3,3.55,3.24,6.27,88.3,3.59,3.0,5.83,92.9,-0.31,1
1957-12-01,5.2,28.47,2.98,474.86,81.97,1,3.04,3.13,-0.06,0.1,0.8,-4.8,5.1,4.4,4.3,4.2,3.55,3.47,6.27,86.77,3.54,3.0,5.83,91.37,-0.35,1
1958-01-01,5.8,28.64,2.72,467.54,80.23,1,3.51,-0.48,-0.79,0.6,1.3,-5.0,5.2,4.5,4.2,4.2,2.94,3.5,3.13,85.23,3.3,2.99,6.27,89.83,-0.2,1
1958-02-01,6.4,28.7,1.67,467.54,78.5,1,3.24,-0.48,-1.57,0.6,1.3,-5.2,5.8,5.1,4.1,3.9,3.27,3.28,3.13,83.7,3.55,3.24,6.27,88.3,-0.21,1
1958-03-01,6.7,28.87,1.2,467.54,79.3,1,3.63,-0.48,-2.43,0.3,1.5,-2.67,6.4,5.2,4.4,3.7,3.04,2.98,3.13,81.97,3.55,3.47,6.27,86.77,-0.15,1
1958-04-01,7.4,28.94,1.26,471.98,80.1,1,3.62,-0.01,-2.36,0.7,1.6,-0.13,6.7,5.8,4.5,3.9,3.51,2.72,-0.48,80.23,2.94,3.5,3.13,85.23,-0.0,1
1958-05-01,7.4,28.94,0.63,471.98,80.9,0,3.36,-0.01,-2.73,0.0,1.0,2.4,7.4,6.4,5.1,4.1,3.24,1.67,-0.48,78.5,3.27,3.28,3.13,83.7,-0.09,1
1958-06-01,7.3,28.91,0.93,471.98,82.55,0,2.85,-0.01,-1.92,-0.1,0.6,3.25,7.4,6.7,5.2,4.3,3.63,1.2,-0.48,79.3,3.04,2.98,3.13,81.97,-0.15,1
1958-07-01,7.5,28.89,0.68,485.84,84.2,0,2.48,1.32,-1.8,0.2,0.1,4.1,7.3,7.4,5.8,4.2,3.62,1.26,-0.01,80.1,3.51,2.72,-0.48,80.23,-0.18,0
1958-08-01,7.4,28.94,1.53,485.84,85.85,0,2.33,1.32,-0.8,-0.1,0.0,4.95,7.5,7.4,6.4,4.1,3.36,0.63,-0.01,80.9,3.24,1.67,-0.48,78.5,-0.13,0
1958-09-01,7.1,28.91,1.76,485.84,87.5,0,2.08,1.32,-0.32,-0.3,-0.2,4.95,7.4,7.3,6.7,4.4,2.85,0.93,-0.01,82.55,3.63,1.2,-0.48,79.3,-0.2,0
1958-10-01,6.7,28.91,1.8,499.56,89.15,0,2.08,5.2,-0.28,-0.4,-0.8,4.95,7.1,7.5,7.4,4.5,2.48,0.68,1.32,84.2,3.62,1.26,-0.01,80.1,-0.28,0
1958-11-01,6.2,28.95,2.27,499.56,90.8,0,1.9,5.2,0.37,-0.5,-1.2,4.95,6.7,7.4,7.4,5.1,2.33,1.53,1.32,85.85,3.36,0.63,-0.01,80.9,-0.35,0
1958-12-01,6.2,28.97,2.42,499.56,91.55,0,1.76,5.2,0.66,0.0,-0.9,4.05,6.2,7.1,7.3,5.2,2.08,1.76,1.32,87.5,2.85,0.93,-0.01,82.55,-0.36,0
1959-01-01,6.0,29.01,2.48,510.33,92.3,0,1.29,9.15,1.19,-0.2,-0.7,3.15,6.2,6.7,7.5,5.8,2.08,1.8,5.2,89.15,2.48,0.68,1.32,84.2,-0.45,0
1959-02-01,5.9,29.0,2.43,510.33,93.05,0,1.05,9.15,1.38,-0.1,-0.3,2.25,6.0,6.2,7.4,6.4,1.9,2.27,5.2,90.8,2.33,1.53,1.32,85.85,-0.5,0
1959-03-01,5.6,28.97,2.8,510.33,93.8,0,0.35,9.15,2.45,-0.3,-0.6,2.25,5.9,6.2,7.1,6.7,1.76,2.42,5.2,91.55,2.08,1.76,1.32,87.5,-0.61,0
1959-04-01,5.2,28.98,2.96,522.65,94.55,0,0.14,10.74,2.82,-0.4,-0.8,2.25,5.6,6.0,6.7,7.4,1.29,2.48,9.15,92.3,2.08,1.8,5.2,89.15,-0.7,0
1959-05-01,5.1,29.04,2.9,522.65,95.3,0,0.35,10.74,2.55,-0.1,-0.8,2.25,5.2,5.9,6.2,7.4,1.05,2.43,9.15,93.05,1.9,2.27,5.2,90.8,-0.7,0
1959-06-01,5.0,29.11,3.39,522.65,95.05,0,0.69,10.74,2.7,-0.1,-0.6,1.25,5.1,5.6,6.2,7.3,0.35,2.8,9.15,93.8,1.76,2.42,5.2,91.55,-0.63,0
1959-07-01,5.1,29.15,3.47,525.03,94.8,0,0.9,8.07,2.57,0.1,-0.1,0.25,5.0,5.2,6.0,7.5,0.14,2.96,10.74,94.55,1.29,2.48,9.15,92.3,-0.58,0
1959-08-01,5.2,29.18,3.5,525.03,94.55,0,0.83,8.07,2.67,0.1,0.1,-0.75,5.1,5.1,5.9,7.4,0.35,2.9,10.74,95.3,1.05,2.43,9.15,93.05,-0.57,0
1959-09-01,5.5,29.25,3.76,525.03,94.3,0,1.18,8.07,2.58,0.3,0.5,-0.75,5.2,5.0,5.6,7.1,0.69,3.39,10.74,95.05,0.35,2.8,9.15,93.8,-0.44,1
1959-10-01,5.7,29.35,3.98,528.6,94.05,0,1.52,5.81,2.46,0.2,0.6,-0.75,5.5,5.1,5.2,6.7,0.9,3.47,8.07,94.8,0.14,2.96,10.74,94.55,-0.34,1
1959-11-01,5.8,29.35,4.0,528.6,93.8,0,1.38,5.81,2.62,0.1,0.6,-0.75,5.7,5.2,5.1,6.2,0.83,3.5,8.07,94.55,0.35,2.9,10.74,95.3,-0.33,1
1959-12-01,5.3,29.41,3.99,528.6,95.87,0,1.52,5.81,2.47,-0.5,-0.2,1.57,5.8,5.5,5.0,6.2,1.18,3.76,8.07,94.3,0.69,3.39,10.74,95.05,-0.42,0
1960-01-01,5.2,29.37,3.99,542.65,97.93,0,1.24,6.33,2.75,-0.1,-0.5,3.88,5.3,5.7,5.1,6.0,1.52,3.98,5.81,94.05,0.9,3.47,8.07,94.8,-0.47,0
1960-02-01,4.8,29.41,3.97,542.65,100.0,0,1.41,6.33,2.56,-0.4,-1.0,6.2,5.2,5.8,5.2,5.9,1.38,4.0,5.81,93.8,0.83,3.5,8.07,94.55,-0.53,0
1960-03-01,5.4,29.41,3.84,542.65,97.77,0,1.52,6.33,2.32,0.6,0.1,1.9,4.8,5.3,5.5,5.6,1.52,3.99,5.81,95.87,1.18,3.76,8.07,94.3,-0.41,0
1960-04-01,5.2,29.54,3.92,541.08,95.53,0,1.93,3.53,1.99,-0.2,0.0,-2.4,5.4,5.2,5.7,5.2,1.24,3.99,6.33,97.93,1.52,3.98,5.81,94.05,-0.39,0
1960-05-01,5.1,29.57,3.85,541.08,93.3,1,1.83,3.53,2.02,-0.1,0.3,-6.7,5.2,4.8,5.8,5.1,1.41,3.97,6.33,100.0,1.38,4.0,5.81,93.8,-0.43,0
1960-06-01,5.4,29.61,3.32,541.08,94.6,1,1.72,3.53,1.6,0.3,0.0,-3.17,5.1,5.4,5.3,5.0,1.52,3.84,6.33,97.77,1.52,3.99,5.81,95.87,-0.44,0
1960-07-01,5.5,29.55,3.23,545.6,95.9,1,1.37,3.92,1.86,0.1,0.3,0.37,5.4,5.2,5.2,5.1,1.93,3.92,3.53,95.53,1.24,3.99,6.33,97.93,-0.47,0
1960-08-01,5.6,29.61,2.98,545.6,97.2,1,1.47,3.92,1.51,0.1,0.5,3.9,5.5,5.1,4.8,5.2,1.83,3.85,3.53,93.3,1.41,3.97,6.33,100.0,-0.46,1
1960-09-01,5.5,29.61,2.6,545.6,94.83,1,1.23,3.92,1.37,-0.1,0.1,0.23,5.6,5.4,5.4,5.5,1.72,3.32,3.53,94.6,1.52,3.84,6.33,97.77,-0.54,0
1960-10-01,6.1,29.75,2.47,540.2,92.47,1,1.36,2.19,1.11,0.6,0.6,-3.43,5.5,5.5,5.2,5.7,1.37,3.23,3.92,95.9,1.93,3.92,3.53,95.53,-0.42,1
1960-11-01,6.1,29.78,2.44,540.2,90.1,1,1.47,2.19,0.97,0.0,0.5,-7.1,6.1,5.6,5.1,5.8,1.47,2.98,3.92,97.2,1.83,3.85,3.53,93.3,-0.41,1
1960-12-01,6.6,29.81,1.98,540.2,90.6,1,1.36,2.19,0.62,0.5,1.1,-4.23,6.1,5.5,5.4,5.3,1.23,2.6,3.92,94.83,1.72,3.32,3.53,94.6,-0.37,1
1961-01-01,6.6,29.84,1.45,545.02,91.1,1,1.6,0.44,-0.15,0.0,0.5,-1.37,6.6,6.1,5.5,5.2,1.36,2.47,2.19,92.47,1.37,3.23,3.92,95.9,-0.39,1
1961-02-01,6.9,29.84,2.54,545.02,91.6,1,1.46,0.44,1.08,0.3,0.8,1.5,6.6,6.1,5.6,4.8,1.47,2.44,2.19,90.1,1.47,2.98,3.92,97.2,-0.24,1
1961-03-01,6.9,29.84,2.02,545.02,91.9,0,1.46,0.44,0.56,0.0,0.3,1.3,6.9,6.6,5.5,5.4,1.36,1.98,2.19,90.6,1.23,2.6,3.92,94.83,-0.29,0
1961-04-01,7.0,29.81,1.49,555.54,92.2,0,0.91,2.67,0.58,0.1,0.4,1.1,6.9,6.6,6.1,5.2,1.6,1.45,0.44,91.1,1.36,2.47,2.19,92.47,-0.39,0
1961-05-01,7.1,29.84,1.98,555.54,92.5,0,0.91,2.67,1.07,0.1,0.2,0.9,7.0,6.9,6.1,5.1,1.46,2.54,0.44,91.6,1.47,2.44,2.19,90.1,-0.32,0
1961-06-01,6.9,29.84,1.73,555.54,94.73,0,0.78,2.67,0.95,-0.2,0.0,2.83,7.1,6.9,6.6,5.4,1.46,2.02,0.44,91.9,1.36,1.98,2.19,90.6,-0.4,0
1961-07-01,7.0,29.92,1.17,567.66,96.97,0,1.25,4.04,-0.08,0.1,0.0,4.77,6.9,7.0,6.6,5.5,0.91,1.49,2.67,92.2,1.6,1.45,0.44,91.1,-0.38,0
1961-08-01,6.6,29.94,2.0,567.66,99.2,0,1.11,4.04,0.89,-0.4,-0.5,6.7,7.0,7.1,6.9,5.6,0.91,1.98,2.67,92.5,1.46,2.54,0.44,91.6,-0.4,0
1961-09-01,6.7,29.98,1.88,567.66,97.13,0,1.25,4.04,0.63,0.1,-0.2,2.4,6.6,6.9,6.9,5.5,0.78,1.73,2.67,94.73,1.46,2.02,0.44,91.9,-0.37,0
1961-10-01,6.5,29.98,2.26,580.61,95.07,0,0.77,7.48,1.49,-0.2,-0.5,-1.9,6.7,7.0,7.0,6.1,1.25,1.17,4.04,96.97,0.91,1.49,2.67,92.2,-0.43,0
1961-11-01,6.1,29.98,2.61,580.61,93.0,0,0.67,7.48,1.94,-0.4,-0.5,-6.2,6.5,6.6,7.1,6.1,1.11,2.0,4.04,99.2,0.91,1.98,2.67,92.5,-0.49,0
1961-12-01,6.0,30.01,2.33,580.61,95.3,0,0.67,7.48,1.66,-0.1,-0.7,-1.83,6.1,6.7,6.9,6.6,1.25,1.88,4.04,97.13,0.78,1.73,2.67,94.73,-0.54,0
1962-01-01,5.8,30.04,2.15,594.01,97.6,0,0.67,8.99,1.48,-0.2,-0.7,2.53,6.0,6.5,7.0,6.6,0.77,2.26,7.48,95.07,1.25,1.17,4.04,96.97,-0.59,0
1962-02-01,5.5,30.11,2.37,594.01,99.9,0,0.9,8.99,1.47,-0.3,-0.6,6.9,5.8,6.1,6.6,6.9,0.67,2.61,7.48,93.0,1.11,2.0,4.04,99.2,-0.61,0
1962-03-01,5.6,30.17,2.85,594.01,98.4,0,1.11,8.99,1.74,0.1,-0.4,3.1,5.5,6.0,6.7,6.9,0.67,2.33,7.48,95.3,1.25,1.88,4.04,97.13,-0.52,0
1962-04-01,5.6,30.21,2.78,600.37,96.9,0,1.34,8.07,1.44,0.0,-0.2,-0.7,5.6,5.8,6.5,7.0,0.67,2.15,8.99,97.6,0.77,2.26,7.48,95.07,-0.49,0
1962-05-01,5.5,30.24,2.36,600.37,95.4,0,1.34,8.07,1.02,-0.1,0.0,-4.5,5.6,5.5,6.1,7.1,0.9,2.37,8.99,99.9,0.67,2.61,7.48,93.0,-0.55,0
1962-06-01,5.5,30.21,2.68,600.37,94.13,0,1.24,8.07,1.44,0.0,-0.1,-4.27,5.5,5.6,6.0,6.9,1.11,2.85,8.99,98.4,0.67,2.33,7.48,95.3,-0.54,0
1962-07-01,5.4,30.22,2.71,609.03,92.87,0,1.0,7.29,1.71,-0.1,-0.2,-4.03,5.5,5.6,5.8,7.0,1.34,2.78,8.07,96.9,0.67,2.15,8.99,97.6,-0.58,0
1962-08-01,5.7,30.28,2.93,609.03,91.6,0,1.14,7.29,1.79,0.3,0.2,-3.8,5.4,5.5,5.5,6.6,1.34,2.36,8.07,95.4,0.9,2.37,8.99,99.9,-0.48,0
1962-09-01,5.6,30.42,2.9,609.03,92.73,0,1.47,7.29,1.43,-0.1,0.1,-1.4,5.7,5.5,5.6,6.7,1.24,2.68,8.07,94.13,1.11,2.85,8.99,98.4,-0.47,0
1962-10-01,5.4,30.38,2.9,612.28,93.87,0,1.33,5.45,1.57,-0.2,0.0,1.0,5.6,5.4,5.6,6.5,1.0,2.71,7.29,92.87,1.34,2.78,8.07,96.9,-0.52,0
1962-11-01,5.7,30.38,2.94,612.28,95.0,0,1.33,5.45,1.61,0.3,0.0,3.4,5.4,5.7,5.5,6.1,1.14,2.93,7.29,91.6,1.34,2.36,8.07,95.4,-0.46,0
1962-12-01,5.5,30.38,2.93,612.28,96.13,0,1.23,5.45,1.7,-0.2,-0.1,3.4,5.7,5.6,5.5,6.0,1.47,2.9,7.29,92.73,1.24,2.68,8.07,94.13,-0.51,0
1963-01-01,5.7,30.44,2.92,621.67,97.27,0,1.33,4.66,1.59,0.2,0.3,3.4,5.5,5.4,5.4,5.8,1.33,2.9,5.45,93.87,1.0,2.71,7.29,92.87,-0.46,0
1963-02-01,5.9,30.48,3.0,621.67,98.4,0,1.23,4.66,1.77,0.2,0.2,3.4,5.7,5.7,5.7,5.5,1.33,2.94,5.45,95.0,1.14,2.93,7.29,91.6,-0.43,0
1963-03-01,5.7,30.51,2.98,621.67,96.17,0,1.13,4.66,1.85,-0.2,0.2,0.03,5.9,5.5,5.6,5.6,1.23,2.93,5.45,96.13,1.47,2.9,7.29,92.73,-0.48,0
1963-04-01,5.7,30.48,2.9,629.75,93.93,0,0.89,4.89,2.01,0.0,0.0,-3.33,5.7,5.7,5.4,5.6,1.33,2.92,4.66,97.27,1.33,2.9,5.45,93.87,-0.52,0
1963-05-01,5.9,30.51,3.0,629.75,91.7,0,0.89,4.89,2.11,0.2,0.0,-6.7,5.7,5.9,5.7,5.5,1.23,3.0,4.66,98.4,1.33,2.94,5.45,95.0,-0.47,0
1963-06-01,5.6,30.61,2.99,629.75,93.27,0,1.32,4.89,1.67,-0.3,-0.1,-2.9,5.9,5.7,5.5,5.5,1.13,2.98,4.66,96.17,1.23,2.93,5.45,96.13,-0.48,0
1963-07-01,5.6,30.69,3.02,644.44,94.83,0,1.56,5.82,1.46,0.0,-0.1,0.9,5.6,5.7,5.7,5.4,0.89,2.9,4.89,93.93,1.33,2.92,4.66,97.27,-0.45,0
1963-08-01,5.4,30.75,3.49,644.44,96.4,0,1.55,5.82,1.94,-0.2,-0.5,4.7,5.6,5.9,5.9,5.7,0.89,3.0,4.89,91.7,1.23,3.0,4.66,98.4,-0.44,0
1963-09-01,5.5,30.72,3.48,644.44,95.73,0,0.99,5.82,2.49,0.1,-0.1,2.47,5.4,5.6,5.7,5.6,1.32,2.99,4.89,93.27,1.13,2.98,4.66,96.17,-0.49,0
1963-10-01,5.5,30.75,3.5,653.94,95.07,0,1.22,6.8,2.28,0.0,-0.1,0.23,5.5,5.6,5.7,5.4,1.56,3.02,5.82,94.83,0.89,2.9,4.89,93.93,-0.46,0
1963-11-01,5.7,30.78,3.48,653.94,94.4,0,1.32,6.8,2.16,0.2,0.3,-2.0,5.5,5.4,5.9,5.7,1.55,3.49,5.82,96.4,0.89,3.0,4.89,91.7,-0.41,0
1963-12-01,5.5,30.88,3.38,653.94,96.1,0,1.65,6.8,1.73,-0.2,0.0,0.37,5.7,5.5,5.6,5.5,0.99,3.48,5.82,95.73,1.32,2.99,4.89,93.27,-0.42,0
1964-01-01,5.6,30.94,3.48,669.82,97.8,0,1.64,7.75,1.84,0.1,0.1,2.73,5.5,5.5,5.6,5.7,1.22,3.5,6.8,95.07,1.56,3.02,5.82,94.83,-0.39,0
1964-02-01,5.4,30.91,3.48,669.82,99.5,0,1.41,7.75,2.07,-0.2,-0.3,5.1,5.6,5.7,5.4,5.9,1.32,3.48,6.8,94.4,1.55,3.49,5.82,96.4,-0.46,0
1964-03-01,5.4,30.94,3.43,669.82,99.17,0,1.41,7.75,2.02,0.0,-0.1,3.07,5.4,5.5,5.5,5.7,1.65,3.38,6.8,96.1,0.99,3.48,5.82,95.73,-0.46,0
1964-04-01,5.3,30.95,3.47,678.67,98.83,0,1.54,7.77,1.93,-0.1,-0.3,1.03,5.4,5.6,5.5,5.7,1.64,3.48,7.75,97.8,1.22,3.5,6.8,95.07,-0.46,0
1964-05-01,5.1,30.98,3.5,678.67,98.5,0,1.54,7.77,1.96,-0.2,-0.3,-1.0,5.3,5.4,5.7,5.9,1.41,3.48,7.75,99.5,1.32,3.48,6.8,94.4,-0.5,0
1964-06-01,5.2,31.01,3.5,678.67,99.2,0,1.31,7.77,2.19,0.1,-0.2,0.03,5.1,5.4,5.5,5.6,1.41,3.43,7.75,99.17,1.65,3.38,6.8,96.1,-0.51,0
1964-07-01,4.9,31.02,3.42,692.03,99.9,0,1.08,7.38,2.34,-0.3,-0.4,1.07,5.2,5.3,5.6,5.6,1.54,3.47,7.77,98.83,1.64,3.48,7.75,97.8,-0.61,0
1964-08-01,5.0,31.05,3.5,692.03,100.6,0,0.98,7.38,2.52,0.1,-0.1,2.1,4.9,5.1,5.4,5.4,1.54,3.5,7.77,98.5,1.41,3.48,7.75,99.5,-0.59,0
1964-09-01,5.1,31.08,3.45,692.03,100.37,0,1.17,7.38,2.28,0.1,-0.1,1.17,5.0,5.2,5.4,5.5,1.31,3.5,7.77,99.2,1.41,3.43,7.75,99.17,-0.55,0
1964-10-01,5.1,31.12,3.36,697.32,100.13,0,1.2,6.63,2.16,0.0,0.2,0.23,5.1,4.9,5.3,5.5,1.08,3.42,7.38,99.9,1.54,3.47,7.77,98.83,-0.56,0
1964-11-01,4.8,31.21,3.52,697.32,99.9,0,1.4,6.63,2.12,-0.3,-0.2,-0.7,5.1,5.0,5.1,5.7,0.98,3.5,7.38,100.6,1.54,3.5,7.77,98.5,-0.58,0
1964-12-01,5.0,31.25,3.85,697.32,100.6,0,1.2,6.63,2.65,0.2,-0.1,0.23,4.8,5.1,5.2,5.5,1.17,3.45,7.38,100.37,1.31,3.5,7.77,99.2,-0.53,0
1965-01-01,4.9,31.28,3.9,717.79,101.3,0,1.1,7.16,2.8,-0.1,-0.2,1.17,5.0,5.1,4.9,5.6,1.2,3.36,6.63,100.13,1.08,3.42,7.38,99.9,-0.56,0
1965-02-01,5.1,31.28,3.98,717.79,102.0,0,1.2,7.16,2.78,0.2,0.3,2.1,4.9,4.8,5.0,5.4,1.4,3.52,6.63,99.9,0.98,3.5,7.38,100.6,-0.5,0
1965-03-01,4.7,31.31,4.05,717.79,103.13,0,1.2,7.16,2.85,-0.4,-0.3,2.53,5.1,5.0,5.1,5.4,1.2,3.85,6.63,100.6,1.17,3.45,7.38,100.37,-0.57,0
1965-04-01,4.8,31.38,4.09,730.19,104.27,0,1.39,7.59,2.7,0.1,-0.1,2.97,4.7,4.9,5.1,5.3,1.1,3.9,7.16,101.3,1.2,3.36,6.63,100.13,-0.52,0
